,YEAR,WEEK,RANK,PLAYER,REC,TGT,REC YDS,Y/R,LG,20+,REC TD,ATT,RUSH YDS,RUSH TD,FL,G,Zero PPR,Half PPR,One PPR
899,2020,2,35,Dawson Knox (BUF) ,1,3,36,36,36,2,0,0,0,0,1,1,1.6,2.1,2.6
1065,2020,8,18,Anthony Firkser (ATL) ,2,3,36,18,26,1,0,0,0,0,0,1,3.6,4.6,5.6
1145,2020,11,8,Eric Ebron (FA) ,4,7,36,9,20,1,1,0,0,0,0,1,9.6,11.6,13.6
1235,2020,14,7,Robert Tonyan (GB) ,5,5,36,7.2,11,0,1,0,0,0,0,1,9.6,12.1,14.6
1276,2020,15,10,Dawson Knox (BUF) ,2,4,36,18,27,1,1,0,0,0,0,1,9.6,10.6,11.6
34,2022,2,5,Logan Thomas (WAS) ,3,5,37,12.3,20,1,1,0,0,0,0,1,9.7,11.2,12.7
73,2022,3,23,Robert Tonyan (GB) ,6,7,37,6.2,9,0,0,0,0,0,0,1,3.7,6.7,9.7
109,2022,4,21,Adam Trautman (NO) ,3,3,37,12.3,14,0,0,0,0,0,0,1,3.7,5.2,6.7
157,2022,6,8,Dawson Knox (BUF) ,3,3,37,12.3,20,1,1,0,0,0,0,1,9.7,11.2,12.7
273,2021,1,23,Will Dissly (SEA) ,3,3,37,12.3,22,1,0,0,0,0,0,1,3.7,5.2,6.7
363,2021,4,3,Dawson Knox (BUF) ,5,8,37,7.4,25,1,2,0,0,0,0,1,15.7,18.2,20.7
484,2021,7,21,Durham Smythe (MIA) ,3,4,37,12.3,18,0,0,0,0,0,0,1,3.7,5.2,6.7
556,2021,10,1,Hunter Henry (NE) ,4,4,37,9.3,19,0,2,0,0,0,0,1,15.7,17.7,19.7
601,2021,11,20,Gerald Everett (LAC) ,3,4,37,12.3,16,0,0,0,0,0,0,1,3.7,5.2,6.7
602,2021,11,21,Durham Smythe (MIA) ,4,5,37,9.3,18,0,0,0,0,0,0,1,3.7,5.7,7.7
625,2021,12,7,Gerald Everett (LAC) ,5,9,37,7.4,12,0,1,0,0,0,0,1,9.7,12.2,14.7
634,2021,12,21,Evan Engram (JAC) ,3,6,37,12.3,20,1,0,0,0,0,0,1,3.7,5.2,6.7
727,2021,15,21,Pat Freiermuth (PIT) ,4,4,37,9.3,14,0,0,0,0,0,0,1,3.7,5.7,7.7
788,2021,17,17,Durham Smythe (MIA) ,3,3,37,12.3,21,1,0,0,0,0,0,1,3.7,5.2,6.7
789,2021,17,19,Hunter Henry (NE) ,3,5,37,12.3,17,0,0,0,0,0,0,1,3.7,5.2,6.7
842,2020,1,8,Logan Thomas (WAS) ,4,8,37,9.3,19,0,1,0,0,0,0,1,9.7,11.7,13.7
953,2020,4,22,Harrison Bryant (CLE) ,4,4,37,9.3,16,0,0,0,0,0,0,1,3.7,5.7,7.7
1064,2020,8,17,Mo Alie-Cox (IND) ,3,4,37,12.3,15,0,0,0,0,0,0,1,3.7,5.2,6.7
1122,2020,10,16,Darren Waller (LV) ,3,5,37,12.3,24,1,0,0,0,0,0,1,3.7,5.2,6.7
1203,2020,13,7,Cole Kmet (CHI) ,5,7,37,7.4,13,0,1,0,0,0,0,1,9.7,12.2,14.7
1234,2020,14,6,Jared Cook (FA) ,3,4,37,12.3,20,1,1,0,0,0,0,1,9.7,11.2,12.7
1288,2020,15,28,Irv Smith Jr. (MIN) ,3,4,37,12.3,21,1,0,0,0,0,0,1,3.7,5.2,6.7
1324,2020,16,29,Harrison Bryant (CLE) ,3,7,37,12.3,14,0,0,0,0,0,0,1,3.7,5.2,6.7
1343,2020,17,6,Austin Hooper (TEN) ,4,5,37,9.3,13,0,1,0,0,0,0,1,9.7,11.7,13.7
1344,2020,17,7,Logan Thomas (WAS) ,3,6,37,12.3,18,0,1,0,0,0,0,1,9.7,11.2,12.7
13,2022,1,23,T.J. Hockenson (MIN) ,4,7,38,9.5,16,0,0,0,0,0,0,1,3.8,5.8,7.8
209,2022,8,6,Mike Gesicki (MIA) ,3,4,38,12.7,20,1,1,0,0,0,0,1,9.8,11.3,12.8
527,2021,9,6,Evan Engram (JAC) ,3,3,38,12.7,30,2,1,0,0,0,0,1,9.8,11.3,12.8
697,2021,14,21,Will Dissly (SEA) ,2,3,38,19,25,1,0,0,0,0,0,1,3.8,4.8,5.8
726,2021,15,20,Dawson Knox (BUF) ,4,5,38,9.5,15,0,0,0,0,0,0,1,3.8,5.8,7.8
853,2020,1,22,Hayden Hurst (CIN) ,3,5,38,12.7,27,1,0,0,0,0,0,1,3.8,5.3,6.8
1040,2020,7,23,Noah Fant (SEA) ,3,7,38,12.7,24,1,0,0,0,0,0,1,3.8,5.3,6.8
1041,2020,7,24,Will Dissly (SEA) ,2,4,38,19,28,1,0,0,0,0,0,1,3.8,4.8,5.8
1121,2020,10,15,Eric Ebron (FA) ,2,6,38,19,24,1,0,0,0,0,0,1,3.8,4.8,5.8
1323,2020,16,28,Dallas Goedert (PHI) ,3,3,38,12.7,23,1,0,0,0,0,0,1,3.8,5.3,6.8
12,2022,1,22,Tyler Higbee (LAR) ,5,11,39,7.8,11,0,0,0,0,0,0,1,3.9,6.4,8.9
99,2022,4,6,Will Dissly (SEA) ,4,4,39,9.8,17,0,1,0,0,0,0,1,9.9,11.9,13.9
208,2022,8,5,George Kittle (SF) ,3,5,39,13,23,1,1,0,0,0,0,1,9.9,11.4,12.9
293,2021,2,2,Rob Gronkowski (FA) ,4,5,39,9.8,20,1,2,0,0,0,0,1,15.9,17.9,19.9
344,2021,3,19,Will Dissly (SEA) ,1,1,39,39,39,2,0,0,0,0,0,1,3.9,4.4,4.9
483,2021,7,20,Noah Fant (SEA) ,5,7,39,7.8,9,0,0,0,0,0,0,1,3.9,6.4,8.9
505,2021,8,17,David Njoku (CLE) ,3,3,39,13,24,1,0,0,0,0,0,1,3.9,5.4,6.9
841,2020,1,7,Jordan Akins (HOU) ,2,2,39,19.5,20,1,1,0,0,0,0,1,9.9,10.9,11.9
951,2020,4,20,Dan Arnold (JAC) ,4,4,39,9.8,25,1,0,0,0,0,0,1,3.9,5.9,7.9
952,2020,4,21,Hunter Henry (NE) ,2,4,39,19.5,29,1,0,0,0,0,0,1,3.9,4.9,5.9
1063,2020,8,16,George Kittle (SF) ,2,4,39,19.5,25,1,0,0,0,0,0,1,3.9,4.9,5.9
1087,2020,9,5,T.J. Hockenson (MIN) ,5,8,39,7.8,11,0,1,0,0,0,0,1,9.9,12.4,14.9
1088,2020,9,6,Adam Trautman (NO) ,3,3,39,13,29,1,1,0,0,0,0,1,9.9,11.4,12.9
1202,2020,13,6,Robert Tonyan (GB) ,4,5,39,9.8,25,1,1,0,0,0,0,1,9.9,11.9,13.9
1287,2020,15,27,Dallas Goedert (PHI) ,4,8,39,9.8,16,0,0,0,0,0,0,1,3.9,5.9,7.9
1322,2020,16,27,Jordan Akins (HOU) ,4,4,39,9.8,15,0,0,0,0,0,0,1,3.9,5.9,7.9
45,2022,2,19,Tyler Conklin (NYJ) ,6,9,40,6.7,13,0,0,0,0,0,0,1,4,7,10
72,2022,3,22,Cole Kmet (CHI) ,2,3,40,20,24,1,0,0,0,0,0,1,4,5,6
108,2022,4,20,Dawson Knox (BUF) ,3,6,40,13.3,20,1,0,0,0,0,0,1,4,5.5,7
166,2022,6,23,Evan Engram (JAC) ,5,6,40,8,16,0,0,0,0,0,0,1,4,6.5,9
234,2022,9,6,Zach Ertz (ARI) ,5,8,40,8,14,0,1,0,0,0,0,1,10,12.5,15
308,2021,2,20,Austin Hooper (TEN) ,5,5,40,8,13,0,0,0,0,0,0,1,4,6.5,9
335,2021,3,8,Tyler Higbee (LAR) ,5,5,40,8,12,0,1,0,0,0,0,1,10,12.5,15
376,2021,4,21,George Kittle (SF) ,4,10,40,10,18,0,0,0,0,0,0,1,4,6,8
404,2021,5,8,Hayden Hurst (CIN) ,4,5,40,10,17,0,1,0,0,0,1,1,8,10,12
454,2021,6,27,Gerald Everett (LAC) ,2,3,40,20,41,3,0,0,0,0,0,1,4,5,6
624,2021,12,6,Pat Freiermuth (PIT) ,4,4,40,10,15,0,1,0,0,0,0,1,10,12,14
852,2020,1,21,Tyler Higbee (LAR) ,3,4,40,13.3,21,1,0,0,0,0,0,1,4,5.5,7
890,2020,2,24,James O'Shaughnessy (FA) ,4,4,40,10,13,0,0,0,0,0,0,1,4,6,8
916,2020,3,20,Tyler Higbee (LAR) ,2,2,40,20,31,2,0,0,0,0,0,1,4,5,6
970,2020,5,2,Jonnu Smith (NE) ,5,7,40,8,14,0,2,0,0,0,0,1,16,18.5,21
1097,2020,9,24,Kyle Rudolph (TB) ,3,4,40,13.3,22,1,0,0,0,0,0,1,4,5.5,7
1120,2020,10,14,Mike Gesicki (MIA) ,2,5,40,20,23,1,0,0,0,0,0,1,4,5,6
1185,2020,12,25,Drew Sample (CIN) ,4,5,40,10,16,0,0,0,0,0,1,1,2,4,6
1249,2020,14,24,Tyler Conklin (NYJ) ,5,5,40,8,15,0,0,0,0,0,0,1,4,6.5,9
1286,2020,15,26,Durham Smythe (MIA) ,5,5,40,8,15,0,0,0,0,0,0,1,4,6.5,9
1353,2020,17,20,Tyler Conklin (NYJ) ,3,6,40,13.3,19,0,0,0,0,0,0,1,4,5.5,7
33,2022,2,3,Mike Gesicki (MIA) ,4,4,41,10.3,14,0,1,0,0,0,0,1,10.1,12.1,14.1
44,2022,2,18,Dawson Knox (BUF) ,4,5,41,10.3,15,0,0,0,0,0,0,1,4.1,6.1,8.1
71,2022,3,19,Pat Freiermuth (PIT) ,2,4,41,20.5,26,1,0,0,0,0,0,1,4.1,5.1,6.1
231,2022,9,1,Cole Kmet (CHI) ,5,6,41,8.2,18,0,2,2,9,0,0,1,17,19.5,22
271,2021,1,21,Dawson Knox (BUF) ,4,4,41,10.3,13,0,0,0,0,0,0,1,4.1,6.1,8.1
272,2021,1,22,Tyler Conklin (NYJ) ,4,4,41,10.3,27,1,0,0,0,0,0,1,4.1,6.1,8.1
307,2021,2,19,Mike Gesicki (MIA) ,3,6,41,13.7,18,0,0,0,0,0,0,1,4.1,5.6,7.1
453,2021,6,25,Jordan Akins (HOU) ,4,6,41,10.3,13,0,0,0,0,0,0,1,4.1,6.1,8.1
668,2021,13,20,Cole Kmet (CHI) ,3,7,41,13.7,24,1,0,0,0,0,0,1,4.1,5.6,7.1
685,2021,14,4,Albert Okwuegbunam (DEN) ,5,5,41,8.2,16,0,1,0,0,0,0,1,10.1,12.6,15.1
761,2021,16,20,Tyler Higbee (LAR) ,5,6,41,8.2,12,0,0,0,0,0,0,1,4.1,6.6,9.1
787,2021,17,16,Zach Ertz (ARI) ,7,9,41,5.9,11,0,0,0,0,0,0,1,4.1,7.6,11.1
1054,2020,8,4,Rob Gronkowski (FA) ,4,4,41,10.3,18,0,1,0,0,0,0,1,10.1,12.1,14.1
1215,2020,13,23,James O'Shaughnessy (FA) ,4,6,41,10.3,24,1,0,0,0,0,0,1,4.1,6.1,8.1
1247,2020,14,22,Hunter Henry (NE) ,6,8,41,6.8,15,0,0,0,0,0,0,1,4.1,7.1,10.1
1248,2020,14,23,Cole Kmet (CHI) ,4,7,41,10.3,16,0,0,0,0,0,0,1,4.1,6.1,8.1
1275,2020,15,9,Austin Hooper (TEN) ,5,6,41,8.2,17,0,1,0,0,0,0,1,10.1,12.6,15.1
1352,2020,17,19,Tyler Higbee (LAR) ,3,4,41,13.7,26,1,0,0,0,0,0,1,4.1,5.6,7.1
1361,2020,17,30,Cole Kmet (CHI) ,7,8,41,5.9,11,0,0,0,0,0,1,1,2.1,5.6,9.1
138,2022,5,19,Irv Smith Jr. (MIN) ,4,5,42,10.5,15,0,0,0,0,0,0,1,4.2,6.2,8.2
217,2022,8,20,Hayden Hurst (CIN) ,4,4,42,10.5,21,1,0,0,0,0,0,1,4.2,6.2,8.2
245,2022,9,26,Foster Moreau (LV) ,2,5,42,21,30,2,0,0,2,0,1,1,2.4,3.4,4.4
258,2021,1,6,Dallas Goedert (PHI) ,4,5,42,10.5,13,0,1,0,0,0,0,1,10.2,12.2,14.2
268,2021,1,18,Jonnu Smith (NE) ,5,5,42,8.4,11,0,0,1,6,0,0,1,4.8,7.3,9.8
270,2021,1,20,Cole Kmet (CHI) ,5,7,42,8.4,10,0,0,0,0,0,0,1,4.2,6.7,9.2
306,2021,2,18,Hunter Henry (NE) ,2,4,42,21,32,2,0,0,0,0,0,1,4.2,5.2,6.2
338,2021,3,12,Logan Thomas (WAS) ,4,4,42,10.5,15,0,1,0,0,0,1,1,8.2,10.2,12.2
362,2021,4,2,Mo Alie-Cox (IND) ,3,5,42,14,28,1,2,0,0,0,0,1,16.2,17.7,19.2
375,2021,4,20,T.J. Hockenson (MIN) ,4,8,42,10.5,22,1,0,0,0,0,0,1,4.2,6.2,8.2
482,2021,7,19,Austin Hooper (TEN) ,2,3,42,21,34,2,0,0,0,0,0,1,4.2,5.2,6.2
504,2021,8,16,Zach Ertz (ARI) ,4,4,42,10.5,20,1,0,0,0,0,0,1,4.2,6.2,8.2
696,2021,14,20,Zach Ertz (ARI) ,5,7,42,8.4,14,0,0,0,0,0,0,1,4.2,6.7,9.2
760,2021,16,19,Mo Alie-Cox (IND) ,2,4,42,21,37,2,0,0,0,0,0,1,4.2,5.2,6.2
879,2020,2,11,C.J. Uzomah (NYJ) ,4,6,42,10.5,23,1,1,0,0,0,0,1,10.2,12.2,14.2
889,2020,2,23,Zach Ertz (ARI) ,5,7,42,8.4,12,0,0,0,0,0,0,1,4.2,6.7,9.2
1002,2020,6,9,Logan Thomas (WAS) ,3,4,42,14,29,1,1,0,0,0,0,1,10.2,11.7,13.2
1096,2020,9,23,Mike Gesicki (MIA) ,3,4,42,14,19,0,0,0,0,0,0,1,4.2,5.7,7.2
2,2022,1,6,Will Dissly (SEA) ,3,3,43,14.3,38,2,1,0,0,0,0,1,10.3,11.8,13.3
411,2021,5,20,Adam Trautman (NO) ,2,2,43,21.5,32,2,0,0,0,0,0,1,4.3,5.3,6.3
412,2021,5,21,Mike Gesicki (MIA) ,4,7,43,10.8,23,1,0,0,0,0,0,1,4.3,6.3,8.3
481,2021,7,18,Cole Kmet (CHI) ,5,6,43,8.6,22,1,0,0,0,0,0,1,4.3,6.8,9.3
524,2021,9,1,Pat Freiermuth (PIT) ,5,6,43,8.6,13,0,2,0,0,0,0,1,16.3,18.8,21.3
542,2021,9,23,Dallas Goedert (PHI) ,3,6,43,14.3,21,1,0,0,0,0,0,1,4.3,5.8,7.3
667,2021,13,18,Dalton Schultz (DAL) ,5,5,43,8.6,12,0,0,0,0,0,0,1,4.3,6.8,9.3
725,2021,15,17,Mike Gesicki (MIA) ,5,8,43,8.6,20,1,0,0,0,0,0,1,4.3,6.8,9.3
888,2020,2,22,Eric Ebron (FA) ,3,5,43,14.3,21,1,0,0,0,0,0,1,4.3,5.8,7.3
985,2020,5,22,Eric Ebron (FA) ,5,6,43,8.6,17,0,0,0,0,0,1,1,2.3,4.8,7.3
1095,2020,9,22,Mo Alie-Cox (IND) ,3,3,43,14.3,21,1,0,0,0,0,0,1,4.3,5.8,7.3
1153,2020,11,20,Mike Gesicki (MIA) ,4,5,43,10.8,25,1,0,0,0,0,0,1,4.3,6.3,8.3
1233,2020,14,5,T.J. Hockenson (MIN) ,6,11,43,7.2,16,0,1,0,0,0,0,1,10.3,13.3,16.3
1245,2020,14,20,Dallas Goedert (PHI) ,4,6,43,10.8,19,0,0,0,0,0,0,1,4.3,6.3,8.3
1246,2020,14,21,Logan Thomas (WAS) ,6,7,43,7.2,12,0,0,0,0,0,0,1,4.3,7.3,10.3
1342,2020,17,4,Jared Cook (FA) ,4,5,43,10.8,18,0,1,0,0,0,0,1,10.3,12.3,14.3
70,2022,3,17,Foster Moreau (LV) ,3,4,44,14.7,22,1,0,0,0,0,0,1,4.4,5.9,7.4
480,2021,7,17,Evan Engram (JAC) ,6,8,44,7.3,18,0,0,0,0,0,0,1,4.4,7.4,10.4
493,2021,8,1,Pat Freiermuth (PIT) ,4,7,44,11,22,1,1,0,0,0,0,1,10.4,12.4,14.4
541,2021,9,22,Mark Andrews (BAL) ,5,10,44,8.8,13,0,0,0,0,0,0,1,4.4,6.9,9.4
754,2021,16,12,Jared Cook (FA) ,3,5,44,14.7,18,0,0,0,0,0,0,1,4.4,5.9,7.4
759,2021,16,18,Tyler Conklin (NYJ) ,4,5,44,11,19,0,0,0,0,0,0,1,4.4,6.4,8.4
848,2020,1,17,George Kittle (SF) ,4,5,44,11,14,0,0,1,9,0,0,1,5.3,7.3,9.3
983,2020,5,17,George Kittle (SF) ,4,8,44,11,12,0,0,0,0,0,0,1,4.4,6.4,8.4
984,2020,5,18,Cameron Brate (TB) ,5,6,44,8.8,20,1,0,0,0,0,0,1,4.4,6.9,9.4
1144,2020,11,7,Robert Tonyan (GB) ,5,5,44,8.8,25,1,1,0,0,0,0,1,10.4,12.9,15.4
1213,2020,13,21,Gerald Everett (LAC) ,6,7,44,7.3,22,1,0,0,0,0,0,1,4.4,7.4,10.4
1214,2020,13,22,Dalton Schultz (DAL) ,4,4,44,11,19,0,0,0,0,0,0,1,4.4,6.4,8.4
1244,2020,14,19,Jack Doyle (FA) ,3,3,44,14.7,28,1,0,0,0,0,0,1,4.4,5.9,7.4
11,2022,1,19,Logan Thomas (WAS) ,3,6,45,15,27,1,0,0,0,0,0,1,4.5,6,7.5
43,2022,2,16,Harrison Bryant (CLE) ,3,4,45,15,30,2,0,0,0,0,0,1,4.5,6,7.5
69,2022,3,15,Zach Ertz (ARI) ,6,10,45,7.5,12,0,0,0,0,0,0,1,4.5,7.5,10.5
137,2022,5,16,Cole Kmet (CHI) ,4,4,45,11.3,23,1,0,0,0,0,0,1,4.5,6.5,8.5
165,2022,6,21,Noah Fant (SEA) ,6,7,45,7.5,15,0,0,0,0,0,0,1,4.5,7.5,10.5
189,2022,7,19,Will Dissly (SEA) ,4,4,45,11.3,16,0,0,0,0,0,0,1,4.5,6.5,8.5
269,2021,1,19,Dalton Schultz (DAL) ,6,6,45,7.5,16,0,0,0,0,0,0,1,4.5,7.5,10.5
305,2021,2,16,Logan Thomas (WAS) ,5,7,45,9,24,1,0,0,0,0,0,1,4.5,7,9.5
409,2021,5,18,Darren Waller (LV) ,4,8,45,11.3,29,1,0,0,0,0,0,1,4.5,6.5,8.5
540,2021,9,21,Tyler Conklin (NYJ) ,5,7,45,9,18,0,0,0,0,0,0,1,4.5,7,9.5
850,2020,1,19,C.J. Uzomah (NYJ) ,4,5,45,11.3,19,0,0,0,0,0,0,1,4.5,6.5,8.5
851,2020,1,20,Darren Waller (LV) ,6,8,45,7.5,8,0,0,0,0,0,0,1,4.5,7.5,10.5
886,2020,2,20,Drew Sample (CIN) ,7,9,45,6.4,10,0,0,0,0,0,0,1,4.5,8,11.5
887,2020,2,21,Anthony Firkser (ATL) ,4,4,45,11.3,16,0,0,0,0,0,0,1,4.5,6.5,8.5
1011,2020,6,20,Albert Okwuegbunam (DEN) ,2,6,45,22.5,27,1,0,0,0,0,0,1,4.5,5.5,6.5
1039,2020,7,22,Cole Kmet (CHI) ,2,2,45,22.5,38,2,0,0,0,0,0,1,4.5,5.5,6.5
1094,2020,9,21,Noah Fant (SEA) ,3,3,45,15,32,2,0,0,0,0,0,1,4.5,6,7.5
1243,2020,14,18,David Njoku (CLE) ,3,4,45,15,20,1,0,0,0,0,0,1,4.5,6,7.5
1321,2020,16,26,Adam Trautman (NO) ,2,2,45,22.5,41,3,0,0,0,0,0,1,4.5,5.5,6.5
10,2022,1,18,Hayden Hurst (CIN) ,5,8,46,9.2,20,1,0,0,0,0,0,1,4.6,7.1,9.6
42,2022,2,15,Evan Engram (JAC) ,7,8,46,6.6,12,0,0,0,0,0,0,1,4.6,8.1,11.6
136,2022,5,15,Tyler Higbee (LAR) ,7,10,46,6.6,10,0,0,0,0,0,0,1,4.6,8.1,11.6
369,2021,4,10,Noah Fant (SEA) ,6,10,46,7.7,14,0,1,0,0,0,0,1,10.6,13.6,16.6
479,2021,7,16,Tyler Higbee (LAR) ,5,8,46,9.2,16,0,0,0,0,0,0,1,4.6,7.1,9.6
569,2021,10,16,Zach Ertz (ARI) ,4,6,46,11.5,19,0,0,0,0,0,0,1,4.6,6.6,8.6
621,2021,12,3,Dalton Schultz (DAL) ,3,7,46,15.3,32,2,1,0,0,0,0,1,10.6,12.1,13.6
665,2021,13,16,Mike Gesicki (MIA) ,7,11,46,6.6,17,0,0,0,0,0,0,1,4.6,8.1,11.6
921,2020,3,27,Noah Fant (SEA) ,5,10,46,9.2,18,0,0,0,0,0,0,1,4.6,7.1,9.6
950,2020,4,19,Jordan Akins (HOU) ,3,3,46,15.3,26,1,0,0,0,0,0,1,4.6,6.1,7.6
1038,2020,7,20,Evan Engram (JAC) ,6,9,46,7.7,17,0,0,2,3,0,0,1,4.9,7.9,10.9
1285,2020,15,23,Evan Engram (JAC) ,4,7,46,11.5,24,1,0,0,0,0,0,1,4.6,6.6,8.6
1351,2020,17,18,Dan Arnold (JAC) ,3,3,46,15.3,25,1,0,0,0,0,0,1,4.6,6.1,7.6
98,2022,4,5,Zach Ertz (ARI) ,6,6,47,7.8,23,1,1,0,0,0,0,1,10.7,13.7,16.7
140,2022,5,23,George Kittle (SF) ,5,6,47,9.4,20,1,0,0,0,0,1,1,2.7,5.2,7.7
539,2021,9,20,Adam Trautman (NO) ,4,7,47,11.8,25,1,0,0,0,0,0,1,4.7,6.7,8.7
786,2021,17,15,Tyler Conklin (NYJ) ,5,9,47,9.4,15,0,0,0,0,0,0,1,4.7,7.2,9.7
949,2020,4,18,Drew Sample (CIN) ,3,5,47,15.7,23,1,0,0,0,0,0,1,4.7,6.2,7.7
1010,2020,6,19,Kyle Rudolph (TB) ,3,4,47,15.7,19,0,0,0,0,0,0,1,4.7,6.2,7.7
1062,2020,8,14,Noah Fant (SEA) ,7,9,47,6.7,12,0,0,0,0,0,0,1,4.7,8.2,11.7
1232,2020,14,4,Foster Moreau (LV) ,1,2,47,47,47,3,1,0,0,0,0,1,10.7,11.2,11.7
1307,2020,16,6,Hayden Hurst (CIN) ,5,6,47,9.4,17,0,1,0,0,0,0,1,10.7,13.2,15.7
1308,2020,16,7,Eric Ebron (FA) ,5,7,47,9.4,11,0,1,0,0,0,0,1,10.7,13.2,15.7
1350,2020,17,17,Mike Gesicki (MIA) ,5,10,47,9.4,23,1,0,0,0,0,0,1,4.7,7.2,9.7
135,2022,5,14,Zach Ertz (ARI) ,6,10,48,8,11,0,0,0,0,0,0,1,4.8,7.8,10.8
187,2022,7,17,T.J. Hockenson (MIN) ,4,5,48,12,16,0,0,0,0,0,0,1,4.8,6.8,8.8
188,2022,7,18,Hayden Hurst (CIN) ,6,8,48,8,14,0,0,0,0,0,0,1,4.8,7.8,10.8
267,2021,1,17,James O'Shaughnessy (FA) ,6,8,48,8,22,1,0,0,0,0,0,1,4.8,7.8,10.8
477,2021,7,14,T.J. Hockenson (MIN) ,6,9,48,8,21,1,0,0,0,0,0,1,4.8,7.8,10.8
478,2021,7,15,Mark Andrews (BAL) ,3,7,48,16,24,2,0,0,0,0,0,1,4.8,6.3,7.8
499,2021,8,11,Mike Gesicki (MIA) ,3,4,48,16,40,3,0,0,0,0,0,1,4.8,6.3,7.8
532,2021,9,13,Jared Cook (FA) ,4,4,48,12,23,1,0,0,0,0,0,1,4.8,6.8,8.8
657,2021,13,5,Logan Thomas (WAS) ,3,5,48,16,35,2,1,0,0,0,0,1,10.8,12.3,13.8
663,2021,13,14,Tyler Higbee (LAR) ,5,6,48,9.6,22,1,0,0,0,0,0,1,4.8,7.3,9.8
664,2021,13,15,Kyle Pitts (ATL) ,4,7,48,12,29,1,0,0,0,0,0,1,4.8,6.8,8.8
815,2021,18,18,Cole Kmet (CHI) ,4,5,48,12,20,1,0,0,0,0,0,1,4.8,6.8,8.8
919,2020,3,25,Rob Gronkowski (FA) ,6,7,48,8,10,0,0,0,0,0,0,1,4.8,7.8,10.8
920,2020,3,26,Dalton Schultz (DAL) ,4,6,48,12,28,1,0,0,0,0,0,1,4.8,6.8,8.8
973,2020,5,6,Darren Waller (LV) ,5,7,48,9.6,23,1,1,0,0,0,0,1,10.8,13.3,15.8
1053,2020,8,3,Eric Ebron (FA) ,4,5,48,12,18,0,1,0,0,0,0,1,10.8,12.8,14.8
1086,2020,9,4,Evan Engram (JAC) ,5,10,48,9.6,16,0,1,0,0,0,0,1,10.8,13.3,15.8
1093,2020,9,18,Dalton Schultz (DAL) ,4,7,48,12,16,0,0,0,0,0,0,1,4.8,6.8,8.8
1143,2020,11,5,Hunter Henry (NE) ,4,7,48,12,22,1,1,0,0,0,0,1,10.8,12.8,14.8
1180,2020,12,19,Hayden Hurst (CIN) ,4,8,48,12,14,0,0,0,0,0,0,1,4.8,6.8,8.8
1349,2020,17,16,Noah Fant (SEA) ,4,6,48,12,20,1,0,0,0,0,0,1,4.8,6.8,8.8
134,2022,5,13,Noah Fant (SEA) ,3,5,49,16.3,32,2,0,0,0,0,0,1,4.9,6.4,7.9
186,2022,7,16,Dalton Schultz (DAL) ,5,5,49,9.8,15,0,0,0,0,0,0,1,4.9,7.4,9.9
304,2021,2,15,Harrison Bryant (CLE) ,4,4,49,12.3,29,1,0,0,0,0,0,1,4.9,6.9,8.9
332,2021,3,5,Dawson Knox (BUF) ,4,5,49,12.3,19,0,1,0,0,0,0,1,10.9,12.9,14.9
451,2021,6,23,Cole Kmet (CHI) ,4,5,49,12.3,21,1,0,1,0,0,0,1,4.9,6.9,8.9
503,2021,8,15,Robert Tonyan (GB) ,3,4,49,16.3,33,2,0,0,0,0,0,1,4.9,6.4,7.9
631,2021,12,18,Jonnu Smith (NE) ,3,4,49,16.3,20,1,0,1,9,0,0,1,5.8,7.3,8.8
656,2021,13,4,T.J. Hockenson (MIN) ,4,8,49,12.3,25,1,1,0,0,0,0,1,10.9,12.9,14.9
757,2021,16,16,James O'Shaughnessy (FA) ,4,4,49,12.3,22,1,0,0,0,0,0,1,4.9,6.9,8.9
758,2021,16,17,Cole Kmet (CHI) ,4,5,49,12.3,16,0,0,0,0,0,0,1,4.9,6.9,8.9
812,2021,18,15,Dawson Knox (BUF) ,3,5,49,16.3,28,1,0,0,4,0,0,1,5.3,6.8,8.3
849,2020,1,18,Jack Doyle (FA) ,3,4,49,16.3,28,1,0,0,0,0,0,1,4.9,6.4,7.9
1212,2020,13,19,Drew Sample (CIN) ,7,7,49,7,15,0,0,0,0,0,0,1,4.9,8.4,11.9
32,2022,2,2,Darren Waller (LV) ,6,8,50,8.3,19,0,1,0,0,0,0,1,11,14,17
237,2022,9,14,Hunter Henry (NE) ,4,4,50,12.5,30,2,0,0,0,0,0,1,5,7,9
368,2021,4,9,Darren Waller (LV) ,4,7,50,12.5,21,1,1,0,0,0,0,1,11,13,15
374,2021,4,19,Kyle Pitts (ATL) ,4,9,50,12.5,15,0,0,0,0,0,0,1,5,7,9
408,2021,5,17,Mo Alie-Cox (IND) ,3,4,50,16.7,24,1,0,0,0,0,0,1,5,6.5,8
560,2021,10,5,George Kittle (SF) ,5,7,50,10,18,0,1,0,0,0,0,1,11,13.5,16
600,2021,11,17,Mike Gesicki (MIA) ,5,6,50,10,26,1,0,0,0,0,0,1,5,7.5,10
632,2021,12,19,Harrison Bryant (CLE) ,3,3,50,16.7,41,3,0,0,0,0,0,1,5,6.5,8
662,2021,13,12,Mark Andrews (BAL) ,4,9,50,12.5,29,1,0,0,0,0,0,1,5,7,9
814,2021,18,17,Foster Moreau (LV) ,2,2,50,25,44,3,0,0,0,0,0,1,5,6,7
839,2020,1,5,Travis Kelce (KC) ,6,6,50,8.3,15,0,1,0,0,0,0,1,11,14,17
