,YEAR,WEEK,RANK,PLAYER,REC,TGT,REC YDS,Y/R,LG,20+,REC TD,ATT,RUSH YDS,RUSH TD,FL,G,Zero PPR,Half PPR,One PPR
1367,2020,17,40,Drew Sample (CIN) ,2,3,15,7.5,8,0,0,0,0,0,0,1,1.5,2.5,3.5
5,2022,1,9,Tyler Conklin (NYJ) ,4,7,16,4,6,0,1,0,0,0,0,1,7.6,9.6,11.6
22,2022,1,39,Noah Fant (SEA) ,3,4,16,5.3,13,0,0,0,0,0,0,1,1.6,3.1,4.6
120,2022,4,47,Cole Kmet (CHI) ,3,3,16,5.3,13,0,0,0,0,0,0,1,1.6,3.1,4.6
121,2022,4,48,Evan Engram (JAC) ,1,1,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
172,2022,6,38,Tyler Conklin (NYJ) ,1,2,16,16,16,0,0,1,1,0,0,1,1.7,2.2,2.7
248,2022,9,32,C.J. Uzomah (NYJ) ,3,3,16,5.3,6,0,0,0,0,0,0,1,1.6,3.1,4.6
265,2021,1,15,Albert Okwuegbunam (DEN) ,3,3,16,5.3,6,0,1,0,0,0,1,1,5.6,7.1,8.6
425,2021,5,42,C.J. Uzomah (NYJ) ,2,2,16,8,9,0,0,0,0,0,0,1,1.6,2.6,3.6
552,2021,9,38,Hayden Hurst (CIN) ,2,3,16,8,16,0,0,0,0,0,0,1,1.6,2.6,3.6
614,2021,11,37,Will Dissly (SEA) ,1,3,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
643,2021,12,33,Hunter Henry (NE) ,2,5,16,8,9,0,0,0,0,0,0,1,1.6,2.6,3.6
823,2021,18,29,Jimmy Graham (FA) ,2,2,16,8,10,0,0,0,0,0,0,1,1.6,2.6,3.6
824,2021,18,30,Noah Fant (SEA) ,1,2,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
963,2020,4,42,Dawson Knox (BUF) ,2,3,16,8,9,0,0,0,0,0,0,1,1.6,2.6,3.6
977,2020,5,10,Evan Engram (JAC) ,1,2,16,16,16,0,0,2,9,1,0,1,8.5,9,9.5
1074,2020,8,31,Durham Smythe (MIA) ,2,2,16,8,8,0,0,0,0,0,0,1,1.6,2.6,3.6
1075,2020,8,32,Irv Smith Jr. (MIN) ,1,1,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
1105,2020,9,34,Dan Arnold (JAC) ,1,1,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
1129,2020,10,28,Will Dissly (SEA) ,1,2,16,16,16,0,0,0,0,0,0,1,1.6,2.1,2.6
1130,2020,10,29,Dawson Knox (BUF) ,2,4,16,8,10,0,0,0,0,0,0,1,1.6,2.6,3.6
1190,2020,12,31,Gerald Everett (LAC) ,2,2,16,8,10,0,0,0,0,0,0,1,1.6,2.6,3.6
1221,2020,13,35,Durham Smythe (MIA) ,2,2,16,8,11,0,0,0,0,0,0,1,1.6,2.6,3.6
1366,2020,17,39,Zach Ertz (ARI) ,3,6,16,5.3,7,0,0,0,0,0,0,1,1.6,3.1,4.6
171,2022,6,37,C.J. Uzomah (NYJ) ,2,2,17,8.5,14,0,0,0,0,0,0,1,1.7,2.7,3.7
286,2021,1,40,Harrison Bryant (CLE) ,1,2,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
299,2021,2,10,Dawson Knox (BUF) ,2,3,17,8.5,9,0,1,0,0,0,0,1,7.7,8.7,9.7
319,2021,2,36,George Kittle (SF) ,4,4,17,4.3,8,0,0,0,0,0,0,1,1.7,3.7,5.7
320,2021,2,37,Jordan Akins (HOU) ,1,2,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
387,2021,4,35,David Njoku (CLE) ,2,2,17,8.5,9,0,0,0,0,0,0,1,1.7,2.7,3.7
424,2021,5,41,Jordan Akins (HOU) ,2,2,17,8.5,9,0,0,0,0,0,0,1,1.7,2.7,3.7
577,2021,10,30,Dawson Knox (BUF) ,1,1,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
613,2021,11,36,Jonnu Smith (NE) ,1,2,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
642,2021,12,32,Mike Gesicki (MIA) ,3,3,17,5.7,7,0,0,0,0,0,0,1,1.7,3.2,4.7
702,2021,14,33,Cole Kmet (CHI) ,3,5,17,5.7,6,0,0,0,0,0,0,1,1.7,3.2,4.7
750,2021,16,8,Evan Engram (JAC) ,4,5,17,4.3,9,0,1,0,0,0,0,1,7.7,9.7,11.7
822,2021,18,27,Kyle Rudolph (TB) ,4,6,17,4.3,9,0,0,0,0,0,0,1,1.7,3.7,5.7
898,2020,2,34,Adam Trautman (NO) ,1,1,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
930,2020,3,41,Adam Trautman (NO) ,2,2,17,8.5,10,0,0,0,0,0,0,1,1.7,2.7,3.7
1004,2020,6,12,T.J. Hockenson (MIN) ,2,5,17,8.5,16,0,1,0,0,0,0,1,7.7,8.7,9.7
1073,2020,8,30,Will Dissly (SEA) ,1,1,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
1188,2020,12,29,Dan Arnold (JAC) ,1,3,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
1189,2020,12,30,James O'Shaughnessy (FA) ,2,4,17,8.5,10,0,0,0,0,0,0,1,1.7,2.7,3.7
1334,2020,16,43,Will Dissly (SEA) ,3,3,17,5.7,7,0,0,0,0,0,0,1,1.7,3.2,4.7
1335,2020,16,45,Robert Tonyan (GB) ,1,2,17,17,17,0,0,0,0,0,0,1,1.7,2.2,2.7
1364,2020,17,36,Evan Engram (JAC) ,2,4,17,8.5,14,0,0,0,0,0,0,1,1.7,2.7,3.7
1365,2020,17,37,Jack Doyle (FA) ,3,3,17,5.7,8,0,0,0,0,0,0,1,1.7,3.2,4.7
21,2022,1,36,Harrison Bryant (CLE) ,2,4,18,9,10,0,0,0,0,0,0,1,1.8,2.8,3.8
66,2022,3,11,T.J. Hockenson (MIN) ,3,4,18,6,7,0,1,0,0,0,0,1,7.8,9.3,10.8
119,2022,4,45,Harrison Bryant (CLE) ,4,6,18,4.5,8,0,0,0,0,0,0,1,1.8,3.8,5.8
170,2022,6,36,Harrison Bryant (CLE) ,3,4,18,6,7,0,0,0,0,0,0,1,1.8,3.3,4.8
285,2021,1,39,Adam Trautman (NO) ,3,6,18,6,8,0,0,0,0,0,0,1,1.8,3.3,4.8
316,2021,2,33,David Njoku (CLE) ,2,3,18,9,11,0,0,0,0,0,0,1,1.8,2.8,3.8
317,2021,2,34,Dalton Schultz (DAL) ,2,2,18,9,11,0,0,0,0,0,0,1,1.8,2.8,3.8
318,2021,2,35,Mo Alie-Cox (IND) ,1,2,18,18,18,0,0,0,0,0,0,1,1.8,2.3,2.8
386,2021,4,34,Tyler Conklin (NYJ) ,4,6,18,4.5,14,0,0,0,0,0,0,1,1.8,3.8,5.8
487,2021,7,29,David Njoku (CLE) ,2,2,18,9,12,0,0,0,0,0,0,1,1.8,2.8,3.8
531,2021,9,12,David Njoku (CLE) ,1,3,18,18,18,0,1,0,0,0,0,1,7.8,8.3,8.8
576,2021,10,29,Harrison Bryant (CLE) ,2,2,18,9,13,0,0,0,0,0,0,1,1.8,2.8,3.8
675,2021,13,28,Kyle Rudolph (TB) ,2,4,18,9,11,0,0,0,0,0,0,1,1.8,2.8,3.8
734,2021,15,34,C.J. Uzomah (NYJ) ,3,4,18,6,8,0,0,0,0,0,0,1,1.8,3.3,4.8
811,2021,18,13,Adam Trautman (NO) ,1,1,18,18,18,0,1,0,0,0,0,1,7.8,8.3,8.8
846,2020,1,14,Zach Ertz (ARI) ,3,7,18,6,7,0,1,0,0,0,0,1,7.8,9.3,10.8
859,2020,1,30,Eric Ebron (FA) ,1,2,18,18,18,0,0,0,0,0,0,1,1.8,2.3,2.8
897,2020,2,33,Jimmy Graham (FA) ,1,1,18,18,18,0,0,0,0,0,0,1,1.8,2.3,2.8
1056,2020,8,6,Jack Doyle (FA) ,2,3,18,9,11,0,1,0,0,0,0,1,7.8,8.8,9.8
1128,2020,10,27,Noah Fant (SEA) ,3,7,18,6,9,0,0,0,0,0,0,1,1.8,3.3,4.8
1256,2020,14,36,Evan Engram (JAC) ,2,4,18,9,14,0,0,0,0,0,0,1,1.8,2.8,3.8
1257,2020,14,37,Harrison Bryant (CLE) ,3,6,18,6,9,0,0,0,0,0,0,1,1.8,3.3,4.8
1278,2020,15,12,Robert Tonyan (GB) ,3,3,18,6,10,0,1,0,0,0,0,1,7.8,9.3,10.8
1333,2020,16,41,James O'Shaughnessy (FA) ,2,3,18,9,14,0,0,0,0,0,0,1,1.8,2.8,3.8
1336,2020,16,47,Cole Kmet (CHI) ,2,6,18,9,10,0,0,1,-3,0,0,1,1.5,2.5,3.5
1346,2020,17,10,Robert Tonyan (GB) ,2,2,18,9,15,0,1,0,0,0,0,1,7.8,8.8,9.8
1363,2020,17,34,Anthony Firkser (ATL) ,2,2,18,9,12,0,0,0,0,0,0,1,1.8,2.8,3.8
20,2022,1,34,Kyle Pitts (ATL) ,2,7,19,9.5,11,0,0,0,0,0,0,1,1.9,2.9,3.9
50,2022,2,29,Kyle Pitts (ATL) ,2,3,19,9.5,13,0,0,0,0,0,0,1,1.9,2.9,3.9
51,2022,2,30,Austin Hooper (TEN) ,1,5,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
84,2022,3,41,Austin Hooper (TEN) ,2,2,19,9.5,11,0,0,0,0,0,0,1,1.9,2.9,3.9
118,2022,4,41,Logan Thomas (WAS) ,5,6,19,3.8,6,0,0,0,0,0,0,1,1.9,4.4,6.9
160,2022,6,12,Kyle Pitts (ATL) ,3,3,19,6.3,7,0,1,0,0,0,0,1,7.9,9.4,10.9
224,2022,8,29,Noah Fant (SEA) ,2,2,19,9.5,16,0,0,0,0,0,0,1,1.9,2.9,3.9
247,2022,9,31,Dan Arnold (JAC) ,1,1,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
283,2021,1,36,Eric Ebron (FA) ,1,2,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
284,2021,1,37,Anthony Firkser (ATL) ,3,4,19,6.3,11,0,0,0,0,0,0,1,1.9,3.4,4.9
339,2021,3,13,Austin Hooper (TEN) ,2,3,19,9.5,13,0,1,0,0,0,0,1,7.9,8.9,9.9
530,2021,9,11,Hunter Henry (NE) ,2,3,19,9.5,12,0,1,0,0,0,0,1,7.9,8.9,9.9
592,2021,11,9,Foster Moreau (LV) ,1,2,19,19,19,0,1,0,0,0,0,1,7.9,8.4,8.9
641,2021,12,30,Will Dissly (SEA) ,2,2,19,9.5,13,0,0,0,0,0,0,1,1.9,2.9,3.9
979,2020,5,12,Will Dissly (SEA) ,1,1,19,19,19,0,1,0,0,0,0,1,7.9,8.4,8.9
988,2020,5,26,Anthony Firkser (ATL) ,3,5,19,6.3,12,0,0,0,0,0,0,1,1.9,3.4,4.9
1072,2020,8,29,David Njoku (CLE) ,1,3,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
1102,2020,9,31,Durham Smythe (MIA) ,1,1,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
1103,2020,9,32,Jordan Akins (HOU) ,2,4,19,9.5,10,0,0,0,0,0,0,1,1.9,2.9,3.9
1104,2020,9,33,Anthony Firkser (ATL) ,3,6,19,6.3,12,0,0,0,0,0,0,1,1.9,3.4,4.9
1127,2020,10,26,Mo Alie-Cox (IND) ,3,4,19,6.3,11,0,0,0,0,0,0,1,1.9,3.4,4.9
1162,2020,11,35,Tyler Higbee (LAR) ,4,4,19,4.8,7,0,0,1,1,0,0,1,2,4,6
1163,2020,11,37,Adam Trautman (NO) ,1,1,19,19,19,0,0,0,0,0,0,1,1.9,2.4,2.9
1186,2020,12,26,Mo Alie-Cox (IND) ,2,2,19,9.5,11,0,0,0,0,0,0,1,1.9,2.9,3.9
1187,2020,12,27,Durham Smythe (MIA) ,3,3,19,6.3,12,0,0,0,0,0,0,1,1.9,3.4,4.9
1255,2020,14,35,Durham Smythe (MIA) ,2,3,19,9.5,10,0,0,0,0,0,0,1,1.9,2.9,3.9
1296,2020,15,40,Harrison Bryant (CLE) ,2,2,19,9.5,10,0,0,0,0,0,0,1,1.9,2.9,3.9
19,2022,1,33,Hunter Henry (NE) ,2,3,20,10,11,0,0,0,0,0,0,1,2,3,4
144,2022,5,28,Dan Arnold (JAC) ,1,2,20,20,20,1,0,0,0,0,0,1,2,2.5,3
260,2021,1,9,Gerald Everett (LAC) ,2,2,20,10,11,0,1,0,0,0,0,1,8,9,10
282,2021,1,35,Mark Andrews (BAL) ,3,5,20,6.7,10,0,0,0,0,0,0,1,2,3.5,5
423,2021,5,38,Noah Fant (SEA) ,3,4,20,6.7,9,0,0,0,0,0,0,1,2,3.5,5
551,2021,9,35,Kyle Rudolph (TB) ,4,5,20,5,9,0,0,0,0,0,0,1,2,4,6
563,2021,10,8,Tyler Higbee (LAR) ,3,5,20,6.7,12,0,1,0,0,0,0,1,8,9.5,11
612,2021,11,33,David Njoku (CLE) ,2,4,20,10,21,1,0,1,1,0,0,1,2.1,3.1,4.1
674,2021,13,27,C.J. Uzomah (NYJ) ,3,6,20,6.7,10,0,0,0,0,0,0,1,2,3.5,5
701,2021,14,28,Tyler Conklin (NYJ) ,2,2,20,10,19,0,0,0,0,0,0,1,2,3,4
796,2021,17,31,Jonnu Smith (NE) ,1,1,20,20,20,1,0,1,5,0,0,1,2.5,3,3.5
821,2021,18,26,Gerald Everett (LAC) ,1,3,20,20,20,1,0,0,0,0,0,1,2,2.5,3
858,2020,1,28,Mo Alie-Cox (IND) ,2,2,20,10,13,0,0,0,0,0,0,1,2,3,4
962,2020,4,38,Tyler Higbee (LAR) ,3,4,20,6.7,8,0,0,0,0,0,0,1,2,3.5,5
987,2020,5,25,James O'Shaughnessy (FA) ,3,3,20,6.7,8,0,0,0,0,0,0,1,2,3.5,5
1003,2020,6,11,Cole Kmet (CHI) ,2,2,20,10,11,0,1,0,0,0,0,1,8,9,10
1031,2020,7,11,David Njoku (CLE) ,2,3,20,10,16,0,1,0,0,0,0,1,8,9,10
1148,2020,11,13,Jonnu Smith (NE) ,4,6,20,5,8,0,1,0,0,0,0,1,8,10,12
1172,2020,12,8,Logan Thomas (WAS) ,4,4,20,5,6,0,1,1,3,0,0,1,8.3,10.3,12.3
1252,2020,14,28,Jonnu Smith (NE) ,2,2,20,10,11,0,0,1,3,0,0,1,2.3,3.3,4.3
1254,2020,14,34,Jordan Akins (HOU) ,3,6,20,6.7,8,0,0,0,0,0,0,1,2,3.5,5
1295,2020,15,39,Anthony Firkser (ATL) ,1,1,20,20,20,1,0,0,0,0,0,1,2,2.5,3
1332,2020,16,39,Mo Alie-Cox (IND) ,1,1,20,20,20,1,0,0,0,0,0,1,2,2.5,3
1362,2020,17,33,Will Dissly (SEA) ,1,2,20,20,20,1,0,0,0,0,0,1,2,2.5,3
143,2022,5,27,Will Dissly (SEA) ,2,3,21,10.5,15,0,0,0,0,0,0,1,2.1,3.1,4.1
169,2022,6,35,Hayden Hurst (CIN) ,3,3,21,7,9,0,0,0,0,0,0,1,2.1,3.6,5.1
190,2022,7,20,Zach Ertz (ARI) ,2,4,21,10.5,15,0,0,0,0,0,0,1,2.1,3.1,4.1
246,2022,9,27,Jonnu Smith (NE) ,3,4,21,7,24,1,0,0,0,0,0,1,2.1,3.6,5.1
281,2021,1,33,Jack Doyle (FA) ,3,4,21,7,9,0,0,0,0,0,0,1,2.1,3.6,5.1
360,2021,3,52,Evan Engram (JAC) ,2,6,21,10.5,13,0,0,0,0,0,1,1,0.1,1.1,2.1
673,2021,13,26,Albert Okwuegbunam (DEN) ,3,4,21,7,10,0,0,0,0,0,0,1,2.1,3.6,5.1
700,2021,14,27,James O'Shaughnessy (FA) ,4,6,21,5.3,7,0,0,0,0,0,0,1,2.1,4.1,6.1
749,2021,16,7,Hayden Hurst (CIN) ,2,2,21,10.5,12,0,1,0,0,0,0,1,8.1,9.1,10.1
769,2021,16,32,George Kittle (SF) ,2,3,21,10.5,16,0,0,0,0,0,0,1,2.1,3.1,4.1
803,2021,18,2,Dalton Schultz (DAL) ,3,3,21,7,10,0,2,0,0,0,0,1,14.1,15.6,17.1
857,2020,1,27,Dan Arnold (JAC) ,2,2,21,10.5,13,0,0,0,0,0,0,1,2.1,3.1,4.1
929,2020,3,39,Jared Cook (FA) ,2,3,21,10.5,13,0,0,0,0,0,0,1,2.1,3.1,4.1
1018,2020,6,29,Mark Andrews (BAL) ,2,4,21,10.5,11,0,0,0,0,0,0,1,2.1,3.1,4.1
1253,2020,14,30,Drew Sample (CIN) ,3,4,21,7,9,0,0,0,0,0,0,1,2.1,3.6,5.1
1277,2020,15,11,Hayden Hurst (CIN) ,4,5,21,5.3,12,0,1,0,0,0,0,1,8.1,10.1,12.1
1331,2020,16,37,Dalton Schultz (DAL) ,3,4,21,7,16,0,0,0,0,0,0,1,2.1,3.6,5.1
36,2022,2,7,Pat Freiermuth (PIT) ,4,7,22,5.5,8,0,1,0,0,0,0,1,8.2,10.2,12.2
82,2022,3,38,Anthony Firkser (ATL) ,1,1,22,22,22,1,0,0,0,0,0,1,2.2,2.7,3.2
83,2022,3,39,Darren Waller (LV) ,3,5,22,7.3,17,0,0,0,0,0,0,1,2.2,3.7,5.2
102,2022,4,10,Robert Tonyan (GB) ,2,2,22,11,20,1,1,0,0,0,0,1,8.2,9.2,10.2
142,2022,5,26,Jordan Akins (HOU) ,2,2,22,11,11,0,0,0,0,0,0,1,2.2,3.2,4.2
168,2022,6,31,Dallas Goedert (PHI) ,2,6,22,11,14,0,0,0,0,0,0,1,2.2,3.2,4.2
196,2022,7,28,Tyler Conklin (NYJ) ,4,6,22,5.5,8,0,0,0,0,0,0,1,2.2,4.2,6.2
223,2022,8,28,Hunter Henry (NE) ,1,1,22,22,22,1,0,0,0,0,0,1,2.2,2.7,3.2
337,2021,3,11,Pat Freiermuth (PIT) ,3,5,22,7.3,15,0,1,0,0,0,0,1,8.2,9.7,11.2
420,2021,5,34,T.J. Hockenson (MIN) ,2,3,22,11,14,0,0,0,0,0,0,1,2.2,3.2,4.2
421,2021,5,35,Cole Kmet (CHI) ,2,4,22,11,14,0,0,0,0,0,0,1,2.2,3.2,4.2
575,2021,10,27,Will Dissly (SEA) ,2,2,22,11,28,1,0,0,0,0,0,1,2.2,3.2,4.2
733,2021,15,31,Cameron Brate (TB) ,2,4,22,11,16,0,0,0,0,0,0,1,2.2,3.2,4.2
768,2021,16,31,Mike Gesicki (MIA) ,3,4,22,7.3,12,0,0,0,0,0,0,1,2.2,3.7,5.2
797,2021,17,33,Pat Freiermuth (PIT) ,5,6,22,4.4,12,0,0,0,0,0,0,1,2.2,4.7,7.2
819,2021,18,24,Mike Gesicki (MIA) ,2,3,22,11,13,0,0,0,0,0,0,1,2.2,3.2,4.2
820,2021,18,25,Darren Waller (LV) ,2,9,22,11,18,0,0,0,0,0,0,1,2.2,3.2,4.2
896,2020,2,31,Austin Hooper (TEN) ,2,4,22,11,11,0,0,0,0,0,0,1,2.2,3.2,4.2
927,2020,3,37,Mark Andrews (BAL) ,3,8,22,7.3,13,0,0,0,0,0,0,1,2.2,3.7,5.2
928,2020,3,38,Evan Engram (JAC) ,3,5,22,7.3,9,0,0,0,0,0,0,1,2.2,3.7,5.2
986,2020,5,23,Drew Sample (CIN) ,2,2,22,11,14,0,0,0,0,0,0,1,2.2,3.2,4.2
1047,2020,7,32,Dalton Schultz (DAL) ,2,4,22,11,14,0,0,0,0,0,0,1,2.2,3.2,4.2
1090,2020,9,8,Darren Waller (LV) ,5,10,22,4.4,8,0,1,0,0,0,0,1,8.2,10.7,13.2
1091,2020,9,9,Eric Ebron (FA) ,3,6,22,7.3,9,0,1,0,0,0,0,1,8.2,9.7,11.2
1101,2020,9,30,Mark Andrews (BAL) ,3,5,22,7.3,13,0,0,0,0,0,0,1,2.2,3.7,5.2
1293,2020,15,36,Foster Moreau (LV) ,1,1,22,22,22,1,0,0,0,0,0,1,2.2,2.7,3.2
1294,2020,15,37,David Njoku (CLE) ,1,1,22,22,22,1,0,0,0,0,0,1,2.2,2.7,3.2
81,2022,3,36,Durham Smythe (MIA) ,3,3,23,7.7,13,0,0,0,0,0,0,1,2.3,3.8,5.3
116,2022,4,36,Mike Gesicki (MIA) ,2,4,23,11.5,21,1,0,0,0,0,0,1,2.3,3.3,4.3
117,2022,4,37,Irv Smith Jr. (MIN) ,3,4,23,7.7,10,0,0,0,0,0,0,1,2.3,3.8,5.3
141,2022,5,25,Robert Tonyan (GB) ,4,4,23,5.8,14,0,0,0,0,0,0,1,2.3,4.3,6.3
350,2021,3,27,Dan Arnold (JAC) ,2,4,23,11.5,12,0,0,0,0,0,0,1,2.3,3.3,4.3
384,2021,4,31,Anthony Firkser (ATL) ,3,5,23,7.7,10,0,0,0,0,0,0,1,2.3,3.8,5.3
385,2021,4,32,Travis Kelce (KC) ,4,6,23,5.8,10,0,0,0,0,0,0,1,2.3,4.3,6.3
419,2021,5,33,Durham Smythe (MIA) ,2,3,23,11.5,21,1,0,0,0,0,0,1,2.3,3.3,4.3
474,2021,7,10,Hunter Henry (NE) ,2,4,23,11.5,22,1,1,0,0,0,0,1,8.3,9.3,10.3
574,2021,10,26,Durham Smythe (MIA) ,1,1,23,23,23,1,0,0,0,0,0,1,2.3,2.8,3.3
640,2021,12,27,Cameron Brate (TB) ,3,4,23,7.7,10,0,0,0,0,0,0,1,2.3,3.8,5.3
767,2021,16,29,Rob Gronkowski (FA) ,1,2,23,23,23,1,0,0,0,0,0,1,2.3,2.8,3.3
978,2020,5,11,Hunter Henry (NE) ,4,8,23,5.8,8,0,1,0,0,0,0,1,8.3,10.3,12.3
1046,2020,7,30,Hunter Henry (NE) ,3,7,23,7.7,11,0,0,0,0,0,0,1,2.3,3.8,5.3
1160,2020,11,32,Irv Smith Jr. (MIN) ,2,2,23,11.5,12,0,0,0,0,0,0,1,2.3,3.3,4.3
1161,2020,11,33,Cameron Brate (TB) ,3,4,23,7.7,9,0,0,0,0,0,0,1,2.3,3.8,5.3
1184,2020,12,24,Darren Waller (LV) ,4,7,23,5.8,11,0,0,0,0,0,0,1,2.3,4.3,6.3
1220,2020,13,32,Mo Alie-Cox (IND) ,3,5,23,7.7,17,0,0,0,0,0,0,1,2.3,3.8,5.3
1237,2020,14,10,Will Dissly (SEA) ,2,2,23,11.5,13,0,1,0,0,0,0,1,8.3,9.3,10.3
1238,2020,14,11,Jimmy Graham (FA) ,4,4,23,5.8,12,0,1,0,0,0,0,1,8.3,10.3,12.3
1330,2020,16,36,T.J. Hockenson (MIN) ,4,6,23,5.8,7,0,0,0,0,0,0,1,2.3,4.3,6.3
1360,2020,17,28,Durham Smythe (MIA) ,3,3,23,7.7,11,0,0,0,0,0,0,1,2.3,3.8,5.3
49,2022,2,26,Hayden Hurst (CIN) ,5,7,24,4.8,8,0,0,0,0,0,0,1,2.4,4.9,7.4
114,2022,4,33,Darren Waller (LV) ,3,5,24,8,13,0,0,0,0,0,0,1,2.4,3.9,5.4
115,2022,4,34,George Kittle (SF) ,2,4,24,12,20,1,0,0,0,0,0,1,2.4,3.4,4.4
195,2022,7,27,Dan Arnold (JAC) ,1,1,24,24,24,1,0,0,0,0,0,1,2.4,2.9,3.4
244,2022,9,24,Will Dissly (SEA) ,3,4,24,8,13,0,0,0,0,0,0,1,2.4,3.9,5.4
280,2021,1,31,Pat Freiermuth (PIT) ,1,1,24,24,24,1,0,0,0,0,0,1,2.4,2.9,3.4
313,2021,2,27,James O'Shaughnessy (FA) ,1,1,24,24,24,1,0,0,0,0,0,1,2.4,2.9,3.4
314,2021,2,28,Albert Okwuegbunam (DEN) ,4,4,24,6,14,0,0,0,0,0,0,1,2.4,4.4,6.4
315,2021,2,29,Dallas Goedert (PHI) ,2,2,24,12,14,0,0,0,0,0,0,1,2.4,3.4,4.4
382,2021,4,29,Kyle Rudolph (TB) ,2,3,24,12,20,1,0,0,0,0,0,1,2.4,3.4,4.4
383,2021,4,30,Jack Doyle (FA) ,1,1,24,24,24,1,0,0,0,0,0,1,2.4,2.9,3.4
459,2021,6,32,Evan Engram (JAC) ,3,5,24,8,11,0,0,0,0,0,0,1,2.4,3.9,5.4
513,2021,8,28,Cole Kmet (CHI) ,3,6,24,8,16,0,0,0,0,0,0,1,2.4,3.9,5.4
550,2021,9,33,C.J. Uzomah (NYJ) ,4,5,24,6,12,0,0,0,0,0,0,1,2.4,4.4,6.4
573,2021,10,25,Darren Waller (LV) ,4,7,24,6,11,0,0,0,0,0,0,1,2.4,4.4,6.4
590,2021,11,7,Eric Ebron (FA) ,3,3,24,8,18,0,1,0,0,0,0,1,8.4,9.9,11.4
732,2021,15,29,Jordan Akins (HOU) ,2,3,24,12,18,0,0,0,0,0,0,1,2.4,3.4,4.4
777,2021,17,5,Anthony Firkser (ATL) ,3,3,24,8,15,0,1,0,0,0,0,1,8.4,9.9,11.4
1183,2020,12,23,Dalton Schultz (DAL) ,5,5,24,4.8,7,0,0,0,0,0,0,1,2.4,4.9,7.4
1207,2020,13,12,Tyler Higbee (LAR) ,4,6,24,6,16,0,1,0,0,0,0,1,8.4,10.4,12.4
1219,2020,13,31,Austin Hooper (TEN) ,2,2,24,12,16,0,0,0,0,0,0,1,2.4,3.4,4.4
78,2022,3,32,Gerald Everett (LAC) ,2,6,25,12.5,14,0,0,0,0,0,0,1,2.5,3.5,4.5
79,2022,3,33,Jonnu Smith (NE) ,4,4,25,6.3,8,0,0,0,0,0,0,1,2.5,4.5,6.5
80,2022,3,34,Dawson Knox (BUF) ,4,4,25,6.3,8,0,0,0,0,0,0,1,2.5,4.5,6.5
113,2022,4,32,Kyle Pitts (ATL) ,1,4,25,25,25,1,0,0,0,0,0,1,2.5,3,3.5
125,2022,5,2,Travis Kelce (KC) ,7,8,25,3.6,8,0,4,0,0,0,0,1,26.5,30,33.5
243,2022,9,23,Dawson Knox (BUF) ,3,4,25,8.3,17,0,0,0,0,0,0,1,2.5,4,5.5
312,2021,2,25,Kyle Rudolph (TB) ,2,2,25,12.5,13,0,0,0,0,0,0,1,2.5,3.5,4.5
418,2021,5,31,Tyler Conklin (NYJ) ,2,3,25,12.5,16,0,0,0,0,0,0,1,2.5,3.5,4.5
440,2021,6,9,Jared Cook (FA) ,4,7,25,6.3,11,0,1,0,0,0,0,1,8.5,10.5,12.5
441,2021,6,10,Hunter Henry (NE) ,2,2,25,12.5,20,1,1,0,0,0,0,1,8.5,9.5,10.5
452,2021,6,24,Dawson Knox (BUF) ,3,3,25,8.3,11,0,0,0,0,0,0,1,2.5,4,5.5
473,2021,7,9,Mo Alie-Cox (IND) ,3,3,25,8.3,11,0,1,0,0,0,0,1,8.5,10,11.5
511,2021,8,26,Tyler Higbee (LAR) ,3,3,25,8.3,11,0,0,0,0,0,0,1,2.5,4,5.5
512,2021,8,27,Jared Cook (FA) ,2,5,25,12.5,13,0,0,0,0,0,0,1,2.5,3.5,4.5
549,2021,9,32,Albert Okwuegbunam (DEN) ,4,5,25,6.3,17,0,0,0,0,0,0,1,2.5,4.5,6.5
562,2021,10,7,Austin Hooper (TEN) ,4,5,25,6.3,11,0,1,0,0,0,0,1,8.5,10.5,12.5
610,2021,11,30,Jimmy Graham (FA) ,2,3,25,12.5,23,1,0,0,0,0,0,1,2.5,3.5,4.5
611,2021,11,31,Hunter Henry (NE) ,2,3,25,12.5,15,0,0,0,0,0,0,1,2.5,3.5,4.5
629,2021,12,11,Jared Cook (FA) ,2,5,25,12.5,16,0,1,0,0,0,0,1,8.5,9.5,10.5
639,2021,12,26,Tyler Conklin (NYJ) ,2,3,25,12.5,17,0,0,0,0,0,0,1,2.5,3.5,4.5
